,business_id,cat
72741,182081,4
72751,30446,4
72813,150085,4
72817,153811,4
72831,23935,4
72844,78050,4
72854,18565,4
72867,52482,4
72929,137064,4
72938,158275,4
72947,131090,4
72954,26118,4
72962,166690,4
72973,68693,4
72977,45266,4
72986,110047,4
73016,84585,4
73023,189999,4
73095,115731,4
73105,137886,4
73108,156540,4
73113,161812,4
73119,4945,4
73124,123617,4
73136,22966,4
73156,146705,4
73173,177843,4
73181,179015,4
73262,60253,4
73334,89321,4
73353,176649,4
73358,187873,4
73368,147539,4
73436,160018,4
73445,16835,4
73489,102048,4
73502,143093,4
73542,111937,4
73596,41459,4
73603,124730,4
73624,61290,4
73640,107936,4
73721,162254,4
73762,3281,4
73769,105556,4
73813,159963,4
73833,28630,4
73841,81018,4
73942,145509,4
73968,128027,4
73996,184833,4
74004,191800,4
74027,125298,4
74043,152059,4
74059,171918,4
74064,136541,4
74130,17431,4
74194,43691,4
74197,82972,4
74208,48854,4
74214,177529,4
74224,100479,4
74227,128420,4
74247,117293,4
74293,170098,4
74299,136615,4
74310,99429,4
74323,50812,4
74332,82507,4
74340,174965,4
74352,64879,4
74371,134692,4
74377,87783,4
74384,53257,4
74392,126589,4
74399,19165,4
74428,23119,4
74431,119129,4
74436,13718,4
74444,73157,4
74489,45693,4
74497,59943,4
74508,147103,4
74514,172649,4
74531,183273,4
74540,43558,4
74554,9515,4
74559,89324,4
74611,140135,4
74618,96671,4
74644,122164,4
74658,21833,4
74666,99107,4
74672,80790,4
74679,122323,4
74687,106104,4
74696,5284,4
74710,142602,4
74747,9789,4
74761,151285,4
74764,62194,4
74767,10555,4
74778,14393,4
74786,20584,4
74836,7134,4
74846,160923,4
74856,5053,4
74860,107277,4
74864,52034,4
74908,67292,4
74926,38142,4
74935,67579,4
74981,166851,4
74986,123980,4
74989,155598,4
75006,171965,4
75010,151498,4
75031,26298,4
75055,183313,4
75066,130654,4
75071,92425,4
75086,62858,4
75143,113577,4
75177,85649,4
75181,14769,4
75186,154753,4
75200,163461,4
75215,154101,4
75230,64218,4
75257,142965,4
75264,98043,4
75281,181068,4
75293,17653,4
75297,93410,4
75309,169001,4
75356,191362,4
75389,141314,4
75393,49650,4
75458,172512,4
75467,103710,4
75472,43100,4
75534,47912,4
75544,19194,4
75552,152827,4
75563,126273,4
75575,166498,4
75585,115125,4
75613,15963,4
75620,108980,4
75628,43346,4
75632,85783,4
75645,188302,4
75649,8245,4
75664,161893,4
75674,112876,4
75680,169160,4
75695,72138,4
75788,6406,4
75860,39654,4
75867,86266,4
75872,126131,4
75882,134958,4
75890,121001,4
75900,121859,4
75935,134006,4
75954,191286,4
75964,32330,4
75973,144154,4
75986,39934,4
75997,79711,4
76023,60373,4
76032,118155,4
76037,24936,4
76060,27392,4
76066,64751,4
76072,82927,4
76140,112814,4
76154,99501,4
76167,22744,4
76182,73874,4
76197,35323,4
76211,4191,4
76225,46390,4
76241,393,4
76311,164386,4
76325,184739,4
76353,173248,4
76361,153981,4
76366,100807,4
76376,114061,4
76388,85396,4
76398,102582,4
76401,70224,4
76406,94847,4
76409,103965,4
76427,11204,4
76430,24639,4
76442,192180,4
76461,166356,4
76464,159733,4
76473,9623,4
76477,148490,4
76480,92568,4
76492,95814,4
76498,188114,4
76504,190970,4
76539,5695,4
76556,57139,4
76562,79581,4
76565,155624,4
76568,34129,4
76581,131536,4
76584,151236,4
76599,164385,4
76604,185425,4
76615,8934,4
76620,16081,4
76627,71086,4
76630,156653,4
76643,90045,4
76679,79615,4
76682,101683,4
76707,13741,4
76711,114630,4
76718,60601,4
76723,131732,4
76729,54956,4
76741,37114,4
76747,146694,4
76765,19159,4
76774,31153,4
76778,90655,4
76814,179317,4
76817,143603,4
76820,190336,4
76835,88729,4
76872,51900,4
76875,75338,4
76884,78413,4
76914,56091,4
76944,29416,4
76963,100115,4
76969,135252,4
76983,100874,4
76987,112203,4
76999,121205,4
77004,151332,4
77012,39223,4
77018,97967,4
77023,2888,4
77033,143316,4
77039,111310,4
77044,107578,4
77066,46819,4
77079,54031,4
77082,174786,4
77086,165659,4
77096,102693,4
77100,46028,4
77122,49302,4
77125,134614,4
77128,119772,4
77131,69227,4
77149,20420,4
77154,127522,4
77178,180846,4
77197,59889,4
77200,151677,4
77204,98468,4
77211,185292,4
77214,31442,4
77226,27579,4
77234,12122,4
77238,64810,4
77245,102882,4
77260,139495,4
77279,167982,4
77307,141153,4
77310,177956,4
77342,154699,4
77346,49318,4
77360,182308,4
77363,104915,4
77378,26179,4
77382,142022,4
77385,135645,4
77403,77240,4
77426,5721,4
77451,101274,4
77472,147645,4
77485,43717,4
77488,97327,4
77493,6090,4
77497,186924,4
77503,147608,4
77511,71357,4
77516,169916,4
77521,38264,4
77524,112463,4
77530,114200,4
77533,4979,4
77543,62864,4
77555,36310,4
77572,83825,4
77583,189435,4
77602,87163,4
77615,36065,4
77632,45828,4
77654,110546,4
77661,29940,4
77675,135961,4
77689,76155,4
77699,35749,4
77706,157463,4
77719,181141,4
77755,39822,4
77792,86684,4
77808,170316,4
77827,122149,4
77834,70493,4
77905,76251,4
77918,129208,4
77979,152713,4
77982,118506,4
77999,45046,4
78004,86877,4
78024,120111,4
78037,51640,4
78055,189245,4
78082,56962,4
78139,114789,4
78144,114700,4
78263,156454,4
78278,119205,4
78307,50727,4
78311,33896,4
78335,25656,4
78354,99402,4
78377,101570,4
78388,177238,4
78400,130354,4
78410,106690,4
78422,94465,4
78425,35464,4
78495,53,4
78504,51379,4
78512,3287,4
78553,164329,4
78572,17529,4
78618,119871,4
78623,24678,4
78635,39909,4
78656,154366,4
78659,29528,4
78673,110014,4
78683,44738,4
78703,134478,4
78769,33758,4
78777,175219,4
78788,34443,4
78816,89503,4
78911,71853,4
78934,102461,4
78946,183620,4
78956,91231,4
78962,80477,4
78987,57445,4
79002,98402,4
79014,169373,4
79042,160985,4
79046,171443,4
79053,41825,4
79062,68307,4
79113,81283,4
79147,168548,4
79194,34469,4
79279,110240,4
79328,152401,4
79331,126692,4
79358,90508,4
79361,177240,4
79372,137507,4
79460,45187,4
79473,117366,4
79543,16558,4
79571,135482,4
79585,148321,4
79589,148412,4
79605,117902,4
79614,126129,4
79629,6323,4
79641,131131,4
79651,17408,4
79663,49023,4
79674,123755,4
79687,161293,4
79695,114366,4
79704,258,4
79739,142095,4
79756,22468,4
79769,132345,4
79784,172384,4
79799,30729,4
79813,170528,4
79829,51110,4
79839,47115,4
79845,47317,4
79874,108262,4
79942,161247,4
79947,180137,4
79961,185750,4
79974,138229,4
79980,41117,4
79983,143945,4
80007,21466,4
80014,149217,4
80019,132196,4
80034,177446,4
80041,136217,4
80056,100199,4
80063,38637,4
80071,9319,4
80080,42990,4
80092,117607,4
80103,126181,4
80204,101340,4
80303,117861,4
80329,85057,4
80345,140477,4
80348,108648,4
80351,139608,4
80372,75875,4
80386,250,4
80398,112058,4
80404,21965,4
80414,13927,4
80425,26616,4
80436,188210,4
80517,188920,4
80528,77848,4
80555,119547,4
80577,87017,4
80594,47831,4
80620,164056,4
80633,177590,4
80651,136174,4
80663,3928,4
80682,179477,4
80685,64360,4
80693,17954,4
80702,87094,4
80706,65671,4
80709,87842,4
80712,72915,4
80717,105402,4
80720,146758,4
80725,177132,4
80731,101060,4
80734,45233,4
80737,109233,4
80745,161843,4
80748,37353,4
80751,76919,4
80754,99013,4
80760,108005,4
80769,86647,4
80773,190206,4
80778,84724,4
80794,92050,4
80798,192324,4
80801,97251,4
80804,4666,4
80808,180789,4
80812,62289,4
80815,41816,4
80818,147904,4
80823,64350,4
80828,30940,4
80852,4349,4
80855,49559,4
80865,170176,4
80869,116047,4
80875,120453,4
80880,25950,4
80883,136514,4
80886,173058,4
80894,104760,4
80910,976,4
80916,189483,4
80919,192404,4
80922,107975,4
80929,71530,4
80942,151614,4
80946,56072,4
80950,71005,4
80962,8582,4
80965,49655,4
80968,136668,4
80977,154958,4
80980,192230,4
80983,163454,4
80991,129888,4
80994,37969,4
81013,112747,4
81017,68640,4
81027,130481,4
81037,76920,4
81040,178576,4
81048,136957,4
81059,111391,4
81062,40923,4
81070,3787,4
81073,41388,4
81076,61867,4
81082,103874,4
81089,7843,4
81107,87638,4
81110,109520,4
81120,59884,4
81125,22648,4
81128,44350,4
81139,84307,4
81143,50118,4
81154,112661,4
81157,148439,4
81165,50959,4
81172,67272,4
81179,183235,4
81182,125782,4
81186,67547,4
81189,181460,4
81192,47989,4
81195,32964,4
81200,68078,4
81208,115004,4
81212,34459,4
81218,150293,4
81245,83355,4
81274,188644,4
81277,34754,4
81282,81037,4
81287,166130,4
81291,5183,4
81295,5370,4
81307,166575,4
81325,85204,4
81328,97448,4
81331,127020,4
81334,101194,4
81343,79215,4
81351,6028,4
81355,29274,4
81359,180016,4
81363,72063,4
81367,74010,4
81370,45894,4
81374,5761,4
81379,38833,4
81387,42998,4
81391,114122,4
81395,52096,4
81398,52566,4
81401,6087,4
81406,153118,4
81409,73190,4
81413,133095,4
81417,154379,4
81422,187404,4
81428,69339,4
81434,71242,4
81437,32801,4
81440,152243,4
81445,74064,4
81449,156904,4
81454,105055,4
81457,133794,4
81462,37018,4
81465,89632,4
81470,148025,4
81476,156979,4
81479,30080,4
81483,110231,4
81490,86042,4
81493,74959,4
81502,170362,4
81505,134805,4
81510,53288,4
81517,159622,4
81521,71973,4
81524,109027,4
81527,169352,4
81530,8110,4
81534,175517,4
81542,127968,4
81545,81733,4
81549,112428,4
81553,47463,4
81556,134513,4
81559,50418,4
81565,122938,4
81568,142316,4
81571,132991,4
81574,162402,4
81577,61556,4
81580,4818,4
81585,180763,4
81588,163339,4
81592,14595,4
81596,60145,4
81600,151010,4
81605,79563,4
81608,182228,4
81611,85435,4
81614,43542,4
81618,49830,4
81622,1303,4
81628,122056,4
81631,133650,4
81641,148441,4
81647,97862,4
81651,4247,4
81655,190043,4
81661,1769,4
81666,82195,4
81669,99858,4
81672,67765,4
81677,192258,4
81684,59655,4
81687,18143,4
81698,177554,4
81701,37404,4
81705,145354,4
81712,157245,4
81727,31225,4
81731,66882,4
81736,26939,4
81743,58605,4
81784,175004,4
81793,132545,4
81797,138303,4
81800,110667,4
81803,116889,4
81808,188616,4
81817,136899,4
81825,18137,4
81829,57191,4
81832,80888,4
81836,118401,4
81853,90792,4
81866,145583,4
81869,61104,4
81873,7020,4
81876,141962,4
81881,143630,4
81887,178494,4
81894,154726,4
81898,150533,4
81901,140776,4
81922,36020,4
81925,165966,4
81930,13323,4
81933,70237,4
81942,41074,4
81946,155695,4
81950,66378,4
81955,72144,4
81963,9463,4
81979,121374,4
81985,59272,4
81992,190384,4
81996,45278,4
82000,128310,4
82003,19005,4
82031,117454,4
82046,55022,4
82050,47501,4
82059,105064,4
82062,15896,4
82066,80521,4
82069,117182,4
82072,95887,4
82076,44774,4
82080,25004,4
82083,15675,4
82089,38952,4
82093,110395,4
82112,83474,4
82118,68723,4
82123,9986,4
82126,71439,4
82130,185876,4
82133,160334,4
82137,6924,4
82141,167070,4
82144,167394,4
82147,45677,4
82150,87154,4
82170,44659,4
82175,187861,4
82180,181764,4
82183,168736,4
82197,146442,4
82206,190577,4
82210,111074,4
82213,37623,4
82222,79479,4
82230,187488,4
82234,106332,4
82237,111990,4
82241,106230,4
82244,144096,4
82250,79255,4
82255,166204,4
82258,46991,4
82261,123631,4
82265,147279,4
82269,97971,4
82287,47072,4
82292,6494,4
82295,95346,4
82302,186290,4
82305,99860,4
82309,173463,1
82313,14859,1
82319,64109,1
82322,77221,1
82326,40356,1
82331,75009,1
82336,176601,1
82344,135683,1
82347,128970,1
82350,12101,1
82355,135801,1
82358,9964,1
82363,95799,1
82368,87221,1
82377,144471,1
82381,147545,1
82389,23861,1
82393,52134,1
82396,123906,1
82399,167367,1
82405,102990,1
82411,143464,1
82415,80349,1
82422,100890,1
82427,83897,1
82430,153111,1
82439,81122,1
82445,63057,1
82448,153600,1
82451,19203,1
82458,117311,1
82470,69877,1
82473,69997,1
82481,157247,1
82484,142601,1
82490,33778,1
82494,177411,1
82498,66242,1
82508,130023,1
82511,57130,1
82519,1386,1
82526,104492,1
82530,109389,1
82534,168581,1
82547,169801,1
82566,105598,1
82569,36800,1
82582,125820,1
82585,190374,1
82588,104095,1
82593,134106,1
82620,120133,1
82623,173714,1
82652,154110,1
82659,39549,1
82669,142926,1
82677,145974,1
82680,190989,1
82698,181934,1
82792,83443,1
82797,60099,1
82802,144570,1
82813,161984,1
82817,187385,1
82821,105525,1
82825,111473,1
82829,137883,1
82840,132981,1
82843,46772,1
82850,172925,1
82854,113211,1
82860,73583,1
82863,173361,1
82866,159442,1
82869,179565,1
82874,115913,1
82881,59138,1
82885,18462,1
82907,174616,1
82912,103111,1
82950,125653,1
82953,19029,1
82956,114103,1
82964,162457,1
82968,111775,1
82973,87016,1
82996,97282,1
83021,84766,1
83025,85832,1
83032,192204,1
83077,176899,1
83083,24213,1
83092,14018,1
83106,18105,1
83110,21561,1
83139,159483,1
83150,87307,1
83237,161856,1
83270,127895,1
83298,167313,1
83325,178553,1
83331,15894,1
83334,25526,1
83341,82734,1
83362,164013,1
83397,143512,1
83422,186962,1
83435,175909,1
83450,51219,1
83454,181535,1
83489,158352,1
83556,70641,1
83617,19267,1
83631,145371,1
83646,84785,1
83665,47510,1
83718,146781,1
83758,78308,1
83766,42040,1
83773,6144,1
83797,143503,1
83824,129939,1
83845,50445,1
83868,89855,1
83877,104607,1
83911,32825,1
83930,17005,1
83941,65745,1
83956,17958,1
84002,139104,1
84013,13914,1
84029,97034,1
84104,45928,1
84117,129833,1
84135,36582,1
84172,109862,1
84185,36555,1
84202,84331,1
84210,78017,1
84213,110711,1
84232,47252,1
84245,64917,1
84265,28327,1
84281,70012,1
84307,31949,1
84318,38818,1
84368,24119,1
84372,4751,1
84407,152396,1
84423,99648,1
84448,93492,1
84481,175191,1
84487,63172,1
84495,119851,1
84518,174692,1
84526,17515,1
84529,64514,1
84562,122525,1
84575,152180,1
84608,166250,1
84611,66586,1
84632,102633,1
84641,92467,1
84654,36035,1
84683,48719,1
84703,57956,1
84765,83950,1
84791,96252,1
84796,126907,1
84816,135623,1
84845,44321,1
84883,21126,1
84904,14685,1
84916,191885,1
84954,3511,1
84969,98115,1
84976,56667,1
85003,44268,1
85043,147493,1
85071,14101,1
85122,34686,1
85164,45751,1
85221,9066,1
85264,77723,1
85295,53932,1
85322,47150,1
85347,164352,1
85414,67210,1
85439,9042,1
85451,165870,1
85477,128284,1
85486,70513,1
85527,14411,1
85562,102791,1
85574,160316,1
85606,183887,1
85622,45223,1
85636,108562,1
85664,83853,1
85742,192596,1
85766,140593,1
85778,166370,1
85812,41846,1
85824,53899,1
85879,74474,1
85903,149589,1
85914,129587,1
85941,131144,1
85951,47060,1
85955,161505,1
85978,47270,1
85982,51340,1
85989,158765,1
86005,124842,1
86082,47104,1
86107,73434,1
86117,23339,1
86120,53796,1
86135,80522,1
86143,65855,1
86156,113221,1
86168,5657,1
86173,129599,1
86207,57650,1
86222,76785,1
86230,171103,1
86242,43282,1
86254,72366,1
86286,179436,1
86309,95227,1
86328,174833,1
86344,14394,1
86377,104528,1
86381,17586,1
86423,172524,1
86438,51831,1
86584,76332,1
86589,62256,1
86617,135034,1
86636,31769,1
86669,95061,1
86685,44458,1
86708,101916,1
86723,19022,1
86740,106812,1
86760,77809,1
86774,187355,1
86806,59744,1
86824,88535,1
86838,69866,1
86853,93986,1
86866,112684,1
86891,104827,1
86920,123895,1
86936,131672,1
86968,66491,1
86977,124080,1
87023,48645,1
87037,81208,1
87050,169922,1
87062,79489,1
87140,183907,1
87162,21867,1
87195,10303,1
87202,104769,1
87210,111053,1
87256,58883,1
87259,105067,1
87262,28372,1
87287,54410,1
87292,54735,1
87322,121741,1
87339,84351,1
87365,155712,1
87384,180700,1
87440,99624,1
87445,102335,1
87484,134785,1
87514,58139,1
87522,18081,1
87534,58826,1
87537,114133,1
87550,106917,1
87554,7244,1
87572,121675,1
87575,30818,1
87600,120801,1
87614,147147,1
87628,76131,1
87654,57407,1
87673,33780,1
87695,43330,1
87702,188276,1
87723,103485,1
87731,58068,1
87776,96404,1
87790,24612,1
87796,38853,1
87822,160783,1
87839,93203,1
87846,175138,1
87849,15698,1
87887,89729,1
87899,170962,1
87903,41291,1
87916,182004,1
87940,88674,1
87954,104844,1
87976,99574,1
87996,176527,1
88009,90747,1
88015,84289,1
88019,30530,1
88031,98113,1
88036,132720,1
88114,89740,1
88176,116509,1
88180,76687,1
88232,156549,1
88250,182523,1
88258,41590,1
88295,54420,1
88313,164793,1
88334,28388,1
88361,94916,1
88388,60563,1
88406,47302,1
88417,14028,1
88451,2878,1
88454,140384,1
88480,67535,1
88492,8824,1
88518,19196,1
88559,70019,1
88577,20169,1
88586,134941,1
88599,59095,1
88622,15440,1
88660,141556,1
88669,154072,1
88688,33240,1
88694,95834,1
88742,85777,1
88754,58374,1
88772,14634,1
88784,68148,1
88794,70717,1
88819,88998,1
88836,160820,1
88860,58480,1
88888,122222,1
88941,179201,1
88966,106057,1
88984,16453,1
89026,188779,1
89045,188366,1
89080,187302,1
89137,163912,1
89159,6142,1
89182,87505,1
89189,107104,1
89205,73514,1
89222,16730,1
89238,170485,1
89258,19851,1
89287,65697,1
89315,152141,1
89336,55202,1
89371,118499,1
89395,42570,1
89435,185210,1
89526,27145,1
89540,132723,1
89565,131103,1
89601,47948,1
89625,55325,1
89634,145212,1
89661,100302,1
89673,52352,1
89685,69884,1
89713,6651,1
89772,63262,1
89786,55344,1
89827,55890,1
89910,89290,1
89934,92821,1
89995,131730,1
90014,179056,1
90037,8089,1
90042,171080,1
90068,155409,1
90077,39923,1
90103,87469,1
90114,129123,1
90121,80740,1
90131,179103,1
90147,36335,1
90181,130005,1
90224,162050,1
90227,89194,1
90238,74268,1
90255,69302,1
90299,192073,1
90328,171933,1
90344,192213,1
90350,141588,1
90358,32406,1
90371,151203,1
90402,34099,1
90407,48414,1
90442,2460,1
90462,170873,1
90478,154972,1
90487,89414,1
90501,114550,1
90511,120191,1
90516,85394,1
90527,10550,1
90579,79570,1
90594,88008,1
90630,47127,1
90651,52997,1
90710,14137,1
90726,49616,1
90793,68812,1
90822,78529,1
90829,69831,1
90872,148705,1
90894,43972,1
90933,175697,1
90945,50989,1
90975,157482,1
91010,169984,1
91016,25823,1
91050,71971,1
91064,64356,1
91075,85140,1
91092,162416,1
91096,118593,1
91127,189966,1
91141,187849,1
91209,62019,1
91240,123181,1
91246,101257,1
91287,162959,1
91332,169220,1
91349,104534,1
91447,182652,1
91454,131950,1
91509,92365,1
91535,121443,1
91588,192133,1
91618,10354,1
91635,128672,1
91642,41637,1
91657,101603,1
91672,2776,1
91682,43387,1
91702,154472,1
91784,9404,1
91822,26344,1
91856,28862,1
91860,62950,1
91865,173125,1
91876,121316,1
91883,129388,1
91904,140583,1
91934,158512,1
91956,135030,1
92033,188212,1
92046,131975,1
92061,32837,1
92079,8797,1
92090,104084,1
92100,158271,1
92142,109401,1
92158,89963,1
92179,159734,1
92228,99499,1
92247,50867,1
92267,166501,1
92295,99892,1
92315,27030,1
92339,148352,1
92357,48023,1
92391,18391,1
92429,6253,1
92463,60619,1
92498,78993,1
92521,115031,1
92542,148326,1
92590,30476,1
92606,139297,1
92610,125313,1
92620,9452,1
92642,62684,1
92665,169422,1
92685,368,1
92715,46257,1
92725,100996,1
92728,133231,1
92745,150031,1
92789,176023,1
92836,60300,1
92875,58522,1
92887,91985,1
92910,22207,1
92927,145550,1
92938,7449,1
92954,136130,1
93001,73194,1
93031,160809,1
93094,101577,1
93119,175194,1
93163,44535,1
93166,79900,1
93172,98089,1
93235,103136,1
93282,3982,1
93290,68436,1
93328,96905,1
93347,5393,1
93481,104832,1
93484,74077,1
93513,145861,1
93524,174006,1
93566,11752,1
93582,153422,1
93587,78268,1
93603,140104,1
93610,147482,1
93636,143108,1
93682,52820,1
93716,136626,1
93721,68354,1
93731,152442,1
93748,170427,1
93760,122488,1
93854,167964,1
93867,116439,1
93886,29240,1
93904,84015,1
93928,67578,1
93937,132117,1
93957,142207,1
93980,100677,1
94011,127509,1
94023,176337,1
94067,188774,1
94090,139284,1
94106,159711,1
94151,151658,1
94163,25213,1
94174,10848,1
94195,6908,1
94201,192565,1
94243,90778,1
94257,1267,1
94306,118933,1
94325,189442,1
94345,99804,1
94361,109606,1
94372,51722,1
94375,90057,1
94395,162492,1
94428,153088,1
94433,160841,1
94483,158333,1
94644,71186,1
94655,11618,1
94697,71982,1
94701,8694,1
94719,71569,1
94733,180353,1
94741,137637,1
94754,117087,1
94803,65499,1
94864,190902,1
94905,4016,1
94914,78036,1
94929,89318,1
94957,67034,1
94992,58857,1
95033,67468,1
95039,39041,1
95056,1943,1
95073,108580,1
95094,30955,1
95139,124560,1
95146,13520,1
95167,172547,1
95183,168099,1
95189,135620,1
95193,75105,1
95202,28075,1
95245,133886,1
95257,36702,1
95284,54080,1
95296,186639,1
95326,36919,1
95345,49376,1
95371,177859,1
95501,35550,1
95521,30161,1
95567,178663,1
95587,38638,1
95614,32331,1
95641,79881,1
95652,168265,1
95675,153264,1
95698,49137,1
95716,71786,1
95754,94938,1
95770,77763,1
95797,140456,1
95812,190373,1
95827,104387,1
95851,62531,1
95873,128340,1
95881,7344,1
95910,137276,1
95916,19865,1
95930,82294,1
95997,103325,1
96017,121821,1
96024,188056,1
96029,120559,1
96090,116693,1
96100,106511,1
96106,119071,1
96241,48070,1
96245,39942,1
96252,129914,1
96257,72805,1
96265,34347,1
96273,45265,1
96287,162275,1
96317,25261,1
96330,96700,1
96343,98844,1
96357,166013,1
96372,110308,1
96377,96091,1
96382,127543,1
96386,76665,1
96408,10878,1
96415,69719,1
96423,55462,1
96433,145305,1
96436,62597,1
96440,70796,1
96446,149893,1
96465,152644,1
96482,162418,1
96489,47069,1
96498,17544,1
96505,179009,1
96519,129400,1
96523,25159,1
96546,173507,1
96551,53820,1
96560,168675,1
96565,120480,1
96570,128730,1
96585,2300,1
96602,102351,1
96623,14399,1
96629,163315,1
96636,3858,1
96643,9104,1
96667,14853,1
96677,112648,1
96688,81373,1
96693,130147,1
96714,143724,1
96717,159615,1
96729,123054,1
96747,162411,1
96776,20102,1
96792,152636,1
96815,16127,1
96829,177167,1
96853,58238,1
96860,79766,1
96863,71616,1
96889,42653,1
96902,107673,1
96932,173607,1
96937,64792,1
96948,147827,1
96957,55815,1
96967,145264,1
96984,16418,1
96988,48478,1
97004,122312,1
97014,164990,1
97023,187700,1
97029,39385,1
97044,37986,1
97058,163958,1
97100,110349,1
97109,185494,1
97120,175301,1
97137,137950,1
97152,183591,1
97179,64251,1
97189,61703,1
97195,81099,1
97200,101751,1
97206,121171,1
97222,93678,1
97237,47865,1
97256,129602,1
97264,86412,1
97272,74155,1
97277,168469,1
97291,110266,1
97314,60727,1
97322,157617,1
97342,10394,1
97358,88265,1
97371,32672,1
97374,45918,1
97377,147797,1
97401,173963,1
97425,115773,1
97480,172687,1
97486,112689,1
97514,7360,1
97544,130647,1
97589,19693,1
97595,33827,1
97604,125843,1
97609,4420,1
97621,175188,1
97631,169521,1
97679,80935,1
97689,125764,1
97697,62345,1
97724,44023,1
97733,22788,1
97746,55858,1
97751,190432,1
97754,43808,1
97758,138495,1
97764,85384,1
97782,177429,1
97788,150909,1
97792,66508,1
97815,8347,1
97823,113657,1
97836,131544,1
97889,106667,1
97900,27892,1
97920,192184,1
97929,154971,1
97934,41682,1
97940,25538,1
97960,42717,1
97965,156372,1
97980,135393,1
97984,120740,1
97997,95484,1
98000,191253,1
98004,61355,1
98028,128072,1
98057,138145,1
98079,168704,1
98101,25045,1
98119,3848,1
98131,27435,1
98160,178920,1
98183,51171,1
98198,178250,1
98206,101111,1
98211,64459,1
98227,115228,1
98245,91539,1
98259,145386,1
98277,22405,1
98280,166840,1
98288,88874,1
98312,79955,1
98318,52088,1
98323,53320,1
98326,185722,1
98332,2357,1
98353,97441,1
98361,120206,1
98367,171251,1
98384,15942,1
98398,82924,1
98409,132509,1
98424,174016,1
98427,77557,1
98446,75521,1
98456,156748,1
98465,124863,1
98482,149373,1
98513,32528,1
98521,186382,1
98538,43784,1
98556,91400,1
98562,166779,1
98578,141421,1
98616,98058,1
98632,108487,1
98667,126890,1
98676,13864,1
98685,123629,1
98707,110799,1
98757,106770,1
98778,99673,1
98807,64787,1
98836,166458,1
98842,171214,1
98865,176700,1
98877,18092,1
98882,67947,1
98895,36798,1
98908,163676,1
98941,89340,1
98944,168598,1
98954,83820,1
98963,108812,1
98974,67709,1
98984,176695,1
99017,145740,1
99024,185765,1
99066,114323,1
99079,164976,1
99109,171749,1
99143,19480,1
99152,900,1
99179,10070,1
99182,54377,1
99188,15178,1
99193,32205,1
99211,139062,1
99222,60527,1
99258,76838,1
99413,32524,1
99422,17059,1
99431,6441,1
99436,87678,1
99439,33280,1
99444,11888,1
99449,181990,1
99481,57709,1
99500,118468,1
99514,148601,1
99532,191045,1
99554,107831,1
99566,63494,1
99569,71377,1
99581,137648,1
99597,99498,1
99622,184562,1
99636,123380,1
99665,18873,1
99668,85149,1
99701,87342,1
99730,76313,1
99750,115384,1
99831,107359,1
99845,125157,1
99902,125214,1
100235,137499,1
100249,34473,1
100329,126942,1
100349,89088,1
100375,35583,1
100404,80880,1
100408,58809,1
100427,154191,1
100458,50241,1
100484,177302,1
100487,140602,1
100517,163067,1
100547,117598,1
100570,179889,1
100575,75152,1
100634,152571,1
100659,183834,1
100663,126538,1
100728,113870,1
100740,90886,1
100794,45794,1
100844,9325,1
100887,67730,1
100903,98525,1
100952,14527,1
100978,13244,1
101013,30203,1
101021,77580,1
101026,107988,1
101051,30562,1
101066,91491,1
101081,122491,1
101110,91155,1
101151,181614,1
101340,126935,1
101370,59796,1
101383,56623,1
101477,180509,1
101481,56162,1
101570,62196,1
101573,77786,1
101588,22217,1
101598,70221,1
101619,158956,1
101654,30683,1
101703,140923,1
101748,1474,1
101813,98843,1
101848,22741,1
101879,120670,1
101921,95376,1
101933,8997,1
102027,121852,1
102109,159940,1
102194,162475,1
102208,138322,1
102263,136121,1
102309,73575,1
102350,143021,1
102393,164682,1
102409,129701,1
102454,67301,1
102495,132157,1
102542,37892,1
102567,181006,1
102660,174969,1
102670,40601,1
102698,164539,1
102703,127189,1
102739,181488,1
102761,68990,1
102766,81164,1
102829,50857,1
102868,150671,1
102896,127438,1
102908,65895,1
102945,113604,1
102961,121724,1
103171,93694,1
103310,137198,1
103317,130071,1
103343,157356,1
103369,124923,1
103415,27043,1
103442,26251,1
103481,9782,1
103488,117982,1
103516,107307,1
103533,169501,1
103560,64664,1
103582,105993,1
103596,30287,1
103674,75961,1
103733,116481,1
103751,175955,1
103780,2241,1
103835,152260,1
103879,117140,1
103899,56381,1
103924,81757,1
103932,156729,1
104095,10464,1
104105,149135,1
104132,123269,1
104141,55384,1
104170,122391,1
104211,16562,1
104248,87156,1
104260,117994,1
104296,186253,1
104331,55223,1
104339,72536,1
104380,190891,1
104397,157016,1
104469,87922,1
104485,2069,1
104513,15778,1
104558,108628,1
104619,80037,1
104682,58411,1
104716,180399,1
104723,113472,1
104756,100756,1
104764,14457,1
104850,175566,1
104859,124876,1
104918,10730,1
104932,73789,1
104980,23893,1
105054,79761,1
105077,72163,1
105144,46919,1
105190,63119,1
105199,149861,1
105204,12717,1
105245,136637,1
105279,30882,1
105324,125615,1
105622,111002,1
105695,187111,1
105736,126263,1
105760,101605,1
106005,21961,1
106031,38963,1
106083,116385,1
106141,187118,1
106203,33330,1
106244,34479,1
106312,80134,1
106426,19527,1
106490,126761,1
106556,10515,1
106568,69223,1
106634,187850,1
106666,34781,1
106714,114603,1
106774,156248,1
106780,71922,1
106812,19424,1
106830,14205,1
